date,time,seat,status,ticket_purchase,compliance,alert,ticket_number,sms_to_worker
12/11/2025,21:16:38,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:38,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:38,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:38,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:38,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:38,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:38,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:38,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:38,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:38,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:38,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:38,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:38,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:38,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:38,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:38,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:38,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:38,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:38,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:38,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:38,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:38,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:38,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:38,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:38,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:38,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:38,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:38,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:38,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:38,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:38,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:38,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:38,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:38,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:38,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:38,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:38,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:38,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:38,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:38,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:38,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:38,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:38,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:38,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:38,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:38,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:38,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:38,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:38,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:38,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:38,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:38,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:38,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:38,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:38,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:38,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:38,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:38,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:38,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:38,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:38,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:38,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:38,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:38,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:38,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:38,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:39,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:39,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:39,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:39,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:39,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:39,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:39,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:39,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:39,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:39,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:39,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:39,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:39,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:39,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:39,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:39,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:39,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:39,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:39,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:39,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:39,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:39,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:39,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:39,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:39,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:39,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:39,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:39,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:39,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:39,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:39,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:39,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:39,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:39,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:39,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:39,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:39,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:39,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:39,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:39,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:39,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:39,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:39,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:39,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:39,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:39,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:39,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:39,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:39,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:39,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:39,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:39,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:39,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:39,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:39,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:39,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:39,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:39,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:39,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:39,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:39,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:39,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:39,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:39,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:39,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:39,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:39,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:39,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:39,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:39,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:39,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:39,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:39,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:39,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:39,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:39,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:39,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:39,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:39,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:39,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:39,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:39,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:39,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:39,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:39,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:39,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:39,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:39,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:39,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:39,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:39,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:39,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:39,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:39,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:39,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:39,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:39,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:39,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:39,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:39,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:39,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:39,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:39,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:39,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:39,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:39,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:39,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:39,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:39,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:39,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:39,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:39,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:39,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:39,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:39,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:39,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:39,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:39,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:39,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:39,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:39,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:39,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:39,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:40,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:40,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:40,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:40,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:40,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:40,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:40,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:40,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:40,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:40,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:40,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:40,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:40,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:40,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:40,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:40,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:40,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:40,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:40,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:40,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:40,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:40,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:40,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:40,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:40,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:40,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:40,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:40,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:40,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:40,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:40,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:40,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:40,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:40,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:40,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:40,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:40,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:40,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:40,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:40,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:40,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:40,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:40,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:40,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:40,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:40,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:40,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:40,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:40,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:40,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:40,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:40,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:40,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:40,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:40,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:40,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:40,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:40,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:40,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:40,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:40,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:40,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:40,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:40,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:40,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:40,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:40,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:40,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:40,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:40,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:40,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:40,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:40,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:40,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:40,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:40,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:40,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:40,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:40,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:40,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:40,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:40,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:40,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:40,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:40,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:40,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:40,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:40,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:40,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:40,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:40,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:40,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:40,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:40,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:40,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:40,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:40,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:40,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:40,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:40,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:40,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:40,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:40,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:40,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:40,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:40,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:40,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:40,E4,Empty,no,no,0,#E00004,no
12/11/2025,21:16:40,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:40,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:40,E5,Empty,no,no,0,#E00005,no
12/11/2025,21:16:40,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:40,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:40,E6,Empty,no,no,0,#E00006,no
12/11/2025,21:16:40,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:40,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:40,E7,Empty,no,no,0,#E00007,no
12/11/2025,21:16:40,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:40,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:40,E8,Empty,no,no,0,#E00008,no
12/11/2025,21:16:40,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:40,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:40,E9,Empty,no,no,0,#E00009,no
12/11/2025,21:16:41,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:41,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:41,A1,Empty,no,no,0,#A00001,no
12/11/2025,21:16:41,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:41,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:41,A2,Empty,no,no,0,#A00002,no
12/11/2025,21:16:41,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:41,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:41,A3,Empty,no,no,0,#A00003,no
12/11/2025,21:16:41,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:41,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:41,A4,Empty,no,no,0,#A00004,no
12/11/2025,21:16:41,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:41,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:41,A5,Empty,no,no,0,#A00005,no
12/11/2025,21:16:41,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:41,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:41,A6,Empty,no,no,0,#A00006,no
12/11/2025,21:16:41,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:41,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:41,A7,Empty,no,no,0,#A00007,no
12/11/2025,21:16:41,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:41,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:41,A8,Empty,no,no,0,#A00008,no
12/11/2025,21:16:41,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:41,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:41,B1,Empty,no,no,0,#B00001,no
12/11/2025,21:16:41,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:41,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:41,B2,Empty,no,no,0,#B00002,no
12/11/2025,21:16:41,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:41,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:41,B3,Empty,no,no,0,#B00003,no
12/11/2025,21:16:41,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:41,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:41,B4,Empty,no,no,0,#B00004,no
12/11/2025,21:16:41,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:41,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:41,B5,Empty,no,no,0,#B00005,no
12/11/2025,21:16:41,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:41,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:41,B6,Empty,no,no,0,#B00006,no
12/11/2025,21:16:41,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:41,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:41,B7,Empty,no,no,0,#B00007,no
12/11/2025,21:16:41,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:41,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:41,B8,Empty,no,no,0,#B00008,no
12/11/2025,21:16:41,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:41,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:41,C1,Empty,yes,yes,0,#C00001,no
12/11/2025,21:16:41,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:41,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:41,C2,Empty,yes,yes,0,#C00002,no
12/11/2025,21:16:41,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:41,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:41,C3,Empty,yes,yes,0,#C00003,no
12/11/2025,21:16:41,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:41,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:41,C4,Empty,yes,yes,0,#C00004,no
12/11/2025,21:16:41,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:41,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:41,C5,Empty,yes,yes,0,#C00005,no
12/11/2025,21:16:41,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:41,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:41,C6,Empty,yes,yes,0,#C00006,no
12/11/2025,21:16:41,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:41,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:41,C7,Empty,yes,yes,0,#C00007,no
12/11/2025,21:16:41,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:41,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:41,C8,Empty,yes,yes,0,#C00008,no
12/11/2025,21:16:41,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:41,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:41,D1,Empty,no,no,0,#D00001,no
12/11/2025,21:16:41,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:41,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:41,D2,Empty,no,no,0,#D00002,no
12/11/2025,21:16:41,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:41,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:41,D3,Empty,no,no,0,#D00003,no
12/11/2025,21:16:41,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:41,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:41,D4,Empty,no,no,0,#D00004,no
12/11/2025,21:16:41,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:41,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:41,D5,Occupied,no,no,0,#D00005,no
12/11/2025,21:16:41,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:41,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:41,D6,Occupied,no,no,0,#D00006,no
12/11/2025,21:16:41,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:41,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:41,D7,Empty,no,no,0,#D00007,no
12/11/2025,21:16:41,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:41,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:41,D8,Empty,no,no,0,#D00008,no
12/11/2025,21:16:41,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:41,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:41,E1,Empty,no,no,0,#E00001,no
12/11/2025,21:16:41,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:41,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:41,E2,Occupied,no,no,0,#E00002,no
12/11/2025,21:16:41,E3,Occupied,no,no,0,#E00003,no
12/11/2025,21:16:41,E3,Occupied,no,no,0,#E00003,no
